id,premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary
46128063,False,Senior Backend Developer,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 300000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2022-04-06T14:38:53+0300,2022-04-06T14:38:53+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=46128063,,https://api.hh.ru/vacancies/46128063?host=hh.ru,https://hh.ru/vacancy/46128063,[],"{'id': '1713030', 'name': 'Перфект Системс', 'url': 'https://api.hh.ru/employers/1713030', 'alternate_url': 'https://hh.ru/employer/1713030', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/1561409.png', '240': 'https://hhcdn.ru/employer-logo/1561410.png', 'original': 'https://hhcdn.ru/employer-logo-original/279728.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=1713030', 'trusted': True}","{'requirement': 'Постоянное самообучение. Быть внимательным к деталям. Проявлять активную позицию в развитие проекта и компании. Свободно владеть русским языком письменно и...', 'responsibility': 'Разработка ПО - web приложения в соответствии с техническим заданием. Проектирование. Написание кода. Пусконаладочные работы. Участие в командных мероприятиях по сбору...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False
50894404,False,Backend разработчик Junior,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 130000, 'to': 180000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Шипиловская улица', 'building': '28А', 'description': None, 'lat': 55.618745, 'lng': 37.715138, 'raw': 'Москва, Шипиловская улица, 28А', 'metro': {'station_name': 'Домодедовская', 'line_name': 'Замоскворецкая', 'station_id': '2.38', 'line_id': '2', 'lat': 55.610131, 'lng': 37.717111}, 'metro_stations': [{'station_name': 'Домодедовская', 'line_name': 'Замоскворецкая', 'station_id': '2.38', 'line_id': '2', 'lat': 55.610131, 'lng': 37.717111}], 'id': '1124856'}",,,2022-04-04T20:38:40+0300,2022-04-04T20:38:40+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=50894404,,https://api.hh.ru/vacancies/50894404?host=hh.ru,https://hh.ru/vacancy/50894404,[],"{'id': '2515455', 'name': '24Н Софт', 'url': 'https://api.hh.ru/employers/2515455', 'alternate_url': 'https://hh.ru/employer/2515455', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/649447.png', '90': 'https://hhcdn.ru/employer-logo/3038936.png', '240': 'https://hhcdn.ru/employer-logo/3038937.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2515455', 'trusted': True}","{'requirement': 'Опыт разработки собственных приложений (желателен). Способность быстро осваивать синтаксис языка Delphi. Стремление писать надёжный и понятный код. Желание стать опытным...', 'responsibility': 'Разработка серверных продуктов для высоконагруженных систем.'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False
54602999,False,Junior Backend Developer,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2022-04-05T17:23:59+0300,2022-04-05T17:23:59+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54602999,,https://api.hh.ru/vacancies/54602999?host=hh.ru,https://hh.ru/vacancy/54602999,[],"{'id': '3280961', 'name': 'GetCoreTeam.com', 'url': 'https://api.hh.ru/employers/3280961', 'alternate_url': 'https://hh.ru/employer/3280961', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/874614.png', '240': 'https://hhcdn.ru/employer-logo/3939332.png', '90': 'https://hhcdn.ru/employer-logo/3939331.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3280961', 'trusted': True}","{'requirement': 'Профильное образование (информационные технологии, математика или физика). Возможно студент последних курсов. Как вариант - уже оконченные курсы PHP-программиста. ', 'responsibility': None}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False
43928691,True,Backend разработчик (Golang),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Марксистская улица', 'building': '22с1', 'description': None, 'lat': 55.737694, 'lng': 37.660718, 'raw': 'Москва, Марксистская улица, 22с1', 'metro': None, 'metro_stations': [], 'id': '331985'}",,,2022-04-04T09:56:49+0300,2022-04-04T09:56:49+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=43928691,,https://api.hh.ru/vacancies/43928691?host=hh.ru,https://hh.ru/vacancy/43928691,[],"{'id': '12034', 'name': 'Межрегиональный ТранзитТелеком (АО МТТ)', 'url': 'https://api.hh.ru/employers/12034', 'alternate_url': 'https://hh.ru/employer/12034', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/1003319.jpeg', '240': 'https://hhcdn.ru/employer-logo/1003320.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/229471.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=12034', 'trusted': True}","{'requirement': 'Опыт использования систем виртуализации и контейнеризации (предпочтительно Docker). Опыт работы в разработке <highlighttext>backend</highlighttext>/fullstack. Опыт работы с Git. ', 'responsibility': 'Участвовать в развитии сервисов. Писать код, соответствующий стандартам, принятым в команде. Поддерживать и развивать существующий нагруженные API (более 10000 запросов...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False
54002752,True,Senior .Net Backend Developer,,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}","{'from': 200000, 'to': 300000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}",,,,2022-04-04T21:34:26+0300,2022-04-04T21:34:26+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54002752,,https://api.hh.ru/vacancies/54002752?host=hh.ru,https://hh.ru/vacancy/54002752,[],"{'id': '4613120', 'name': 'Проект', 'url': 'https://api.hh.ru/employers/4613120', 'alternate_url': 'https://hh.ru/employer/4613120', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/808023.jpg', '240': 'https://hhcdn.ru/employer-logo/3672980.jpeg', '90': 'https://hhcdn.ru/employer-logo/3672979.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4613120', 'trusted': True}","{'requirement': 'Опыт работы в релевантной должности от 5 лет. Опыт работы с ASP.net core платформой от 2-х лет. ', 'responsibility': 'Работа с различными хранилищами данных, в основном MS SQL, postgresSQL. Проведение Code review. <highlighttext>Backend</highlighttext>: Azure Stack (ServiceFabric  Sql  CosmosDb  ServiceBus...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
54223173,True,Middle Backend developer (PHP),,False,False,"{'id': '41', 'name': 'Калининград', 'url': 'https://api.hh.ru/areas/41'}","{'from': 140000, 'to': 220000, 'currency': 'RUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Калининград', 'street': 'улица Ватутина', 'building': '18', 'description': None, 'lat': 54.715509, 'lng': 20.446392, 'raw': 'Калининград, улица Ватутина, 18', 'metro': None, 'metro_stations': [], 'id': '4939875'}",,,2022-04-06T10:30:01+0300,2022-04-06T10:30:01+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54223173,,https://api.hh.ru/vacancies/54223173?host=hh.ru,https://hh.ru/vacancy/54223173,[],"{'id': '2035131', 'name': 'АйТи Спейшл', 'url': 'https://api.hh.ru/employers/2035131', 'alternate_url': 'https://hh.ru/employer/2035131', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3608507.jpeg', '240': 'https://hhcdn.ru/employer-logo/3608508.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/791905.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2035131', 'trusted': True}","{'requirement': 'Опыт работы с PHP от 2 лет. Понимание и способность применить ООП. Практический опыт использования технологий: PHP 7.x, Symfony...', 'responsibility': 'Разрабатывать новый функционал. Анализировать задачи бизнеса и находить оптимальные решения. Ведение технической документации.'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False
53561665,False,"Backend Developer (Django) Сербия, Грузия, Армения",,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 2500, 'to': 4000, 'currency': 'EUR', 'gross': True}","{'id': 'open', 'name': 'Открытая'}",,,,2022-04-04T16:56:45+0300,2022-04-04T16:56:45+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=53561665,,https://api.hh.ru/vacancies/53561665?host=hh.ru,https://hh.ru/vacancy/53561665,[],"{'id': '2612144', 'name': 'Айдвелл', 'url': 'https://api.hh.ru/employers/2612144', 'alternate_url': 'https://hh.ru/employer/2612144', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3104197.png', '90': 'https://hhcdn.ru/employer-logo/3104196.png', 'original': 'https://hhcdn.ru/employer-logo-original/665766.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2612144', 'trusted': True}","{'requirement': 'Желательно понимание, как работает PostgreSQL и умение читать/строить оптимизированные SQL запросы. Приветствуется опыт работы с сервисами AWS (SQS, S...', 'responsibility': 'Реализация нового и поддержка существующего функционала на базе Django и Django REST framework. Поддержка Public API и документация. '}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False
54295525,False,"Backend программист, Rust",,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 200000, 'to': None, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Верейская улица', 'building': '29с134', 'description': None, 'lat': 55.709444, 'lng': 37.442302, 'raw': 'Москва, Верейская улица, 29с134', 'metro': {'station_name': 'Кунцевская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.69', 'line_id': '3', 'lat': 55.730673, 'lng': 37.446522}, 'metro_stations': [{'station_name': 'Кунцевская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.69', 'line_id': '3', 'lat': 55.730673, 'lng': 37.446522}], 'id': '3585696'}",,,2022-04-05T17:11:33+0300,2022-04-05T17:11:33+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54295525,,https://api.hh.ru/vacancies/54295525?host=hh.ru,https://hh.ru/vacancy/54295525,[],"{'id': '2746712', 'name': 'Крибрум', 'url': 'https://api.hh.ru/employers/2746712', 'alternate_url': 'https://hh.ru/employer/2746712', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3293140.png', '240': 'https://hhcdn.ru/employer-logo/3293141.png', 'original': 'https://hhcdn.ru/employer-logo-original/713006.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2746712', 'trusted': True}","{'requirement': 'Крибрум – это система анализа данных из социальных сетей. Соискатель должен будет решать разнообразные задачи из очень широкого спектра: поиск, анализ...', 'responsibility': 'Машинной обработки текстов на естественном языке (поиск.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False
54636921,False,Backend-разработчик (Python),,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}","{'from': 150000, 'to': 300000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Нижний Сусальный переулок', 'building': '5с17', 'description': None, 'lat': 55.759355, 'lng': 37.664635, 'raw': 'Москва, Нижний Сусальный переулок, 5с17', 'metro': {'station_name': 'Курская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.70', 'line_id': '3', 'lat': 55.758564, 'lng': 37.659039}, 'metro_stations': [{'station_name': 'Курская', 'line_name': 'Арбатско-Покровская', 'station_id': '3.70', 'line_id': '3', 'lat': 55.758564, 'lng': 37.659039}, {'station_name': 'Курская', 'line_name': 'Кольцевая', 'station_id': '5.71', 'line_id': '5', 'lat': 55.758631, 'lng': 37.661059}, {'station_name': 'Курская', 'line_name': 'МЦД - 2', 'station_id': '132.726', 'line_id': '132', 'lat': 55.757622, 'lng': 37.660767}], 'id': '6582522'}",,,2022-04-06T18:40:07+0300,2022-04-06T18:40:07+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=54636921,,https://api.hh.ru/vacancies/54636921?host=hh.ru,https://hh.ru/vacancy/54636921,[],"{'id': '4748243', 'name': 'Whalemap', 'url': 'https://api.hh.ru/employers/4748243', 'alternate_url': 'https://hh.ru/employer/4748243', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/807134.jpg', '240': 'https://hhcdn.ru/employer-logo/3669424.jpeg', '90': 'https://hhcdn.ru/employer-logo/3669423.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4748243', 'trusted': False}","{'requirement': 'Python3, Django / Flask, Numpy, Pandas, Plotly, Nginx / Apache2. SQL: индексы, транзакционность, оконные функции. БД: SQLAlchemy, Redis, Vertica / Clickhouse...', 'responsibility': 'Заниматься разработкой бизнес-логики и <highlighttext>back</highlighttext>-<highlighttext>end</highlighttext> системы для поддержки платформы whalemap.io. Участвовать в процессе разработки новых фич (их будет...'}",,"{'id': 'flexible', 'name': 'Гибкий график'}",[],[],[],False
52973368,False,Backend (PHP) Developer,,False,False,"{'id': '2', 'name': 'Санкт-Петербург', 'url': 'https://api.hh.ru/areas/2'}","{'from': 140000, 'to': 180000, 'currency': 'RUR', 'gross': False}","{'id': 'open', 'name': 'Открытая'}","{'city': 'Санкт-Петербург', 'street': 'площадь Карла Фаберже', 'building': '8Б', 'description': None, 'lat': 59.935574, 'lng': 30.436045, 'raw': 'Санкт-Петербург, площадь Карла Фаберже, 8Б', 'metro': {'station_name': 'Ладожская', 'line_name': 'Правобережная', 'station_id': '17.242', 'line_id': '17', 'lat': 59.93243, 'lng': 30.439274}, 'metro_stations': [{'station_name': 'Ладожская', 'line_name': 'Правобережная', 'station_id': '17.242', 'line_id': '17', 'lat': 59.93243, 'lng': 30.439274}], 'id': '600078'}",,,2022-04-04T18:28:38+0300,2022-04-04T18:28:38+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=52973368,,https://api.hh.ru/vacancies/52973368?host=hh.ru,https://hh.ru/vacancy/52973368,[],"{'id': '656641', 'name': 'Beget', 'url': 'https://api.hh.ru/employers/656641', 'alternate_url': 'https://hh.ru/employer/656641', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/156932.png', '240': 'https://hhcdn.ru/employer-logo/815910.png', '90': 'https://hhcdn.ru/employer-logo/815909.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=656641', 'trusted': True}","{'requirement': 'PhpStorm. GitLab. Git.', 'responsibility': 'Вместе с инженерами других команд находить наиболее подходящие пути реализации фичи и декомпозировать ее. Разрабатывать новые и улучшать текущие сервисы...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],[],[],False
